MSID;Название;Широта;Долгота;V10 по месяцам, январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;m по месяцам,январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;Среднее m;
135;Чарджоу;39,1;63,6;2,70;2,60;2,70;2,30;2,20;2,40;2,70;2,50;2,10;1,70;1,70;2,00;0,39;0,38;0,40;0,44;0,48;0,49;0,46;0,50;0,46;0,50;0,53;0,48;0,46
9;Ашхабад;38;58,3;1,70;1,70;2,10;2,30;2,80;3,60;2,80;2,60;2,30;1,70;1,20;1,60;0,41;0,41;0,36;0,34;0,30;0,26;0,35;0,35;0,36;0,42;0,52;0,41;0,36
11;Баку;40,4;49,8;5,00;4,80;5,10;4,00;3,60;3,80;4,80;4,30;3,80;3,70;4,10;4,40;0,24;0,24;0,24;0,28;0,32;0,32;0,24;0,24;0,32;0,33;0,30;0,30;0,28
66;Ленкорань;38,7;48,8;2,20;2,00;2,30;1,90;1,60;1,70;1,60;1,60;1,70;2,20;1,70;2,00;0,37;0,42;0,32;0,42;0,51;0,49;0,46;0,45;0,44;0,39;0,46;0,45;0,43
117;Ташкент;41,3;69,3;2,30;2,30;2,70;2,40;2,10;2,60;2,10;1,80;1,90;1,90;2,00;2,10;0,34;0,35;0,32;0,38;0,42;0,37;0,43;0,41;0,41;0,38;0,40;0,35;0,38
114;Тамды;41,7;64,6;3,60;3,70;3,70;3,00;2,40;2,10;1,90;1,60;1,80;2,00;2,80;3,30;0,26;0,22;0,26;0,33;0,41;0,49;0,51;0,61;0,52;0,46;0,34;0,26;0,37
34;Джалал-Абад;40,9;72,9;1,50;1,80;2,10;2,10;2,60;3,30;3,10;2,80;2,40;2,10;2,00;1,70;0,24;0,24;0,21;0,25;0,22;0,19;0,18;0,21;0,23;0,23;0,20;0,25;0,22
143;Бишкек;42,8;74,6;2,00;1,80;2,30;2,20;2,00;2,20;2,30;2,10;2,00;2,10;1,90;2,00;0,24;0,26;0,22;0,26;0,28;0,26;0,26;0,25;0,29;0,22;0,23;0,19;0,25
36;Душанбе;38,6;68,8;1,20;1,30;1,70;1,50;1,10;1,20;1,00;0,40;0,40;0,70;0,80;1,00;0,41;0,38;0,34;0,36;0,44;0,44;0,45;0,74;0,70;0,50;0,51;0,48;0,45
38;Ереван;40,1;44,5;0,30;0,30;0,40;0,30;0,30;0,40;0,40;0,40;0,20;0,10;0,20;0,20;0,97;0,95;0,92;1,07;1,08;0,95;1,02;0,99;1,23;1,46;1,16;1,13;1,05
110;Сухуми;42,9;41,1;2,70;2,60;3,00;2,50;2,10;1,90;1,70;1,70;2,20;2,40;2,70;3,30;0,12;0,08;0,05;0,12;0,11;0,12;0,11;0,13;0,10;0,07;0,09;0,07;0,10
118;Тбилиси;41,7;45;2,00;1,80;2,90;2,10;2,10;2,40;2,40;2,10;1,90;1,60;1,80;1,30;0,26;0,28;0,16;0,27;0,26;0,24;0,23;0,31;0,31;0,33;0,31;0,38;0,27
73;Мозырь;52;29,2;5,10;5,10;5,10;4,30;4,00;3,50;3,60;4,00;4,60;4,60;5,10;4,60;0,24;0,24;0,25;0,27;0,28;0,31;0,31;0,31;0,30;0,29;0,23;0,27;0,27
71;Минск;53,9;27,5;3,70;3,70;3,50;2,70;2,10;2,10;2,20;2,10;2,60;3,00;3,80;3,60;0,33;0,33;0,39;0,47;0,53;0,57;0,54;0,55;0,49;0,45;0,36;0,39;0,44
20;Брест;52,1;23,7;3,40;3,40;3,20;2,70;2,00;2,00;2,00;2,00;2,20;2,40;3,70;3,10;0,41;0,41;0,48;0,48;0,58;0,57;0,60;0,57;0,57;0,56;0,36;0,40;0,49
132;Харьков;49,9;36,3;5,30;5,40;4,70;4,20;3,80;3,10;3,20;3,10;3,20;3,90;4,60;4,80;0,13;0,11;0,17;0,20;0,23;0,28;0,28;0,29;0,30;0,26;0,18;0,16;0,21
52;Киев;50,4;30,5;4,10;3,80;3,90;3,10;2,70;2,40;2,40;2,40;2,60;2,80;3,50;3,40;0,30;0,34;0,33;0,41;0,44;0,48;0,46;0,49;0,48;0,46;0,38;0,35;0,40
60;Кривой Рог;47,9;33,3;5,60;6,10;4,80;4,40;3,80;3,00;3,10;3,10;3,40;3,70;4,50;4,90;0,17;0,14;0,22;0,25;0,28;0,35;0,35;0,37;0,31;0,32;0,25;0,22;0,26
125;Ужгород;48,6;22,3;2,40;2,60;2,90;2,60;2,50;2,40;2,20;2,10;2,30;2,60;3,00;2,50;0,30;0,28;0,27;0,28;0,30;0,32;0,33;0,34;0,31;0,28;0,23;0,27;0,29
81;Одесса;46,5;30,6;5,10;5,30;4,50;4,00;3,70;3,50;3,70;3,60;3,80;4,10;4,90;5,10;0,27;0,25;0,26;0,27;0,35;0,36;0,32;0,35;0,33;0,30;0,25;0,24;0,29
137;Черновцы;48,3;26;3,30;3,40;2,90;2,50;1,90;1,60;1,80;1,80;1,40;1,90;3,20;3,20;0,30;0,29;0,32;0,39;0,49;0,52;0,49;0,48;0,55;0,48;0,31;0,28;0,39
68;Львов;49,8;24;4,00;4,30;3,90;3,50;2,80;2,60;2,80;2,60;2,90;3,30;4,30;3,60;0,26;0,23;0,27;0,29;0,34;0,36;0,35;0,35;0,34;0,33;0,24;0,28;0,30
141;Шепетовка;50,2;27;4,70;5,10;4,60;3,80;3,10;2,60;2,60;2,90;3,10;3,60;4,70;4,00;0,21;0,20;0,27;0,32;0,40;0,42;0,44;0,44;0,44;0,36;0,23;0,28;0,32
96;Рига;57;24,1;3,40;3,20;3,10;2,30;1,90;1,90;1,90;1,90;2,50;2,70;3,40;3,10;0,32;0,36;0,37;0,47;0,51;0,51;0,52;0,52;0,43;0,44;0,36;0,37;0,42
67;Лиепая;56,7;21;6,20;6,00;5,70;5,20;4,60;4,40;5,00;5,10;5,60;6,20;7,10;6,50;0,19;0,19;0,19;0,22;0,23;0,26;0,20;0,22;0,19;0,17;0,16;0,17;0,20
49;Каунас;54,9;23,9;3,50;3,50;3,40;2,90;2,40;2,50;2,50;2,60;2,90;3,20;3,70;3,40;0,32;0,32;0,33;0,37;0,39;0,39;0,41;0,39;0,39;0,36;0,32;0,34;0,36
112;Талинн;59,4;24,8;5,70;4,90;5,40;4,60;4,20;3,70;4,00;4,00;5,30;6,50;6,00;6,00;0,17;0,21;0,20;0,23;0,25;0,26;0,26;0,24;0,18;0,14;0,18;0,15;0,20
14;Баренцбург;78,1;14,2;2,50;2,60;2,60;2,30;2,00;2,20;2,30;2,30;2,80;3,40;3,30;3,80;0,24;0,22;0,23;0,19;0,24;0,23;0,17;0,23;0,22;0,18;0,21;0,15;0,21
