447;Минск;53,8;27,5;4;5;5;6;6;5;4;4
448;Березино;53,8;28,9;6;7;7;7;6;7;6;7
449;Негорелое;53,6;27,1;7;7;6;6;6;6;7;7
450;Марьина Горка;53,5;28,1;6;6;6;6;6;6;6;6
451;Старые Дороги;53,1;28,3;6;6;6;7;6;7;7;7
452;Слуцк;53;27,6;7;7;7;7;6;7;6;7
453;Лида;53,9;25,3;7;7;7;6;6;7;7;7
454;Гродно;53,7;23,8;5;6;6;6;6;6;6;6
455;Новогрудок;53,6;25,9;6;6;5;6;7;6;5;6
456;Волковыск;53,1;24,4;6;7;6;6;6;7;6;6
457;Горки;54,3;30,9;6;7;6;7;6;6;6;7
458;Могилев;53,9;30,3;6;12;6;6;6;12;6;12
459;Суша;53,6;29,1;6;6;7;7;6;7;7;7
460;Славгород;53,5;31;7;6;6;7;6;7;5;6
461;Костюковичи;53,4;32,1;8;8;8;7;6;7;7;6
462;Бобруйск;53,1;29,3;6;7;6;6;6;7;6;7
463;Барановичи;53,1;26;6;7;6;7;7;6;7;6
464;Ганцевичи;52,8;26,5;6;7;7;7;7;7;6;6
465;Ивацевичи;52,7;25,4;6;7;7;7;6;6;7;7
466;Пружаны;52,6;24,5;8;6;6;6;6;6;8;6
467;Высокое;52,4;23,4;6;7;7;6;6;6;6;7
468;Крестуново;52,5;26,7;6;6;7;7;6;7;6;7
469;Пинск;52,1;26,1;6;6;6;7;7;7;7;7
470;Брест;52,1;23,7;6;6;6;7;6;7;7;7
471;Чечерск;52,9;30,9;5;6;5;5;5;6;6;6
472;Жлобин;52,9;30;6;7;6;6;6;7;6;6
473;Гомель;52,4;31;6;7;7;6;6;6;6;7
474;Василевичи;52,3;29,8;6;7;6;6;6;6;6;6
475;Житковичи;52,2;27,9;7;7;7;6;6;7;7;6
476;Калинковичи;52,2;29,4;6;7;6;6;6;6;6;7
477;Мозьрь;52,1;29,3;4;6;6;6;7;6;7;7
478;Лельчицы;51,8;28,3;6;6;7;6;7;7;7;6
479;Брагин;51,8;30,3;6;7;7;6;7;7;7;7
480;Гаютино;58,7;38,5;7;7;5;5;6;6;5;6
481;Пошехонье-Володарск;58,5;39,2;5;5;6;7;7;7;6;5
482;Брейтово;58,3;37,8;9;9;9;6;6;6;7;9
483;Мыс Рожновский;58,3;38,6;9;6;6;6;9;9;9;9
484;Данилов;58,2;40,2;6;6;6;6;6;6;6;6
485;Рыбинск, ГМО;58,1;38,7;10;10;7;10;7;7;7;7
486;Тутаев;57,9;39,6;6;6;6;6;7;7;7;7
487;Ярославль, АМСГ;57,6;39,9;6;6;6;6;7;7;6;6
488;Углич;57,5;38,3;5;5;5;5;5;6;5;5
489;Ростов;57,2;39,4;5;5;5;5;5;5;5;5
490;Переславль-Залесский;56,7;38,8;7;7;7;7;7;7;5;6
491;Кесьма;58,4;37;8;8;6;5;5;5;5;7
492;Красный Xолм;58,1;37,1;8;7;6;7;6;7;6;7
493;Бологое;57,9;34;6;6;7;6;7;6;7;7
494;Максатиха;57,8;35,8;6;7;6;6;6;6;6;7
495;Беженск;57,8;36,7;6;6;7;6;6;6;7;6
496;Шлинский гидpоузел;57,7;33,3;7;7;7;6;7;7;6;7
497;Вышний Волочек;57,6;34,5;7;6;6;6;7;7;7;7
498;Толмачи;57,5;35,7;4;4;4;4;4;4;4;4
499;Кашин;57,4;37,6;7;7;7;6;6;6;6;6
500;Осташков;57,3;33,1;7;7;6;6;6;7;7;7
501;Кувшиново;57,1;34,2;5;5;4;4;4;4;5;5
502;Торжок;57,1;34,9;6;6;6;6;7;7;7;7
503;Савелово;56,8;37,3;5;5;5;5;5;5;5;5
504;Калинин,АМСГ;56,8;35,9;6;6;6;6;6;6;6;7
505;Старица;56,5;35;6;6;6;6;7;7;7;7
506;Тургиново;56,5;36;6;7;7;7;6;6;6;6
507;Торопец;56,5;31,6;6;5;5;5;6;5;5;6
508;Западная Двина;56,3;32;4;4;4;5;5;4;4;4
509;Ржев;56,2;34,4;6;6;6;6;6;6;6;6
510;Белый;55,9;32,8;5;5;7;8;7;7;5;6
511;Клин;56,3;36,8;6;6;6;6;6;7;7;7
512;Дмитров;56,4;37,5;4;5;6;6;6;6;6;5
513;Загорск;56,3;38,2;6;5;5;5;6;6;5;6
514;Волоколамск;56,1;35,9;7;5;5;5;5;8;7;7
515;Починки;56;38,4;7;7;7;7;7;7;7;7
516;Ново-Иерусалим;55,9;36,8;6;7;8;8;8;6;6;7
517;Лосиноостровская;55,9;37,7;5;5;5;5;5;5;5;5
518;Москва, с.-х. академия;55,8;37,5;6;6;6;6;6;6;6;7
519;Москва, ВДНХ;55,9;37,6;5;5;5;5;5;5;5;5
520;Павловский Посад;55,8;38,7;4;4;5;5;7;8;7;6
521;Подмосковная;55,7;37,2;5;5;5;6;6;5;5;6
522;Немчиновка;55,7;37,4;6;7;7;7;7;6;6;7
523;Быково;55,6;38,1;5;5;5;5;5;5;5;5
524;Собакино;55,6;37,2;7;7;7;7;7;6;6;6
525;Ленино-Дачное;55,6;37,6;6;6;6;6;6;6;6;6
526;Куровское;55,6;38,9;7;7;7;7;7;7;7;7
527;Черусти;55,6;40;5;5;5;6;6;6;5;5
528;Можайск;55,5;36;6;4;5;4;6;7;7;7
529;Наро-Фоминск;55,4;36,8;7;7;7;8;8;7;7;7
530;Коломна;55,1;38,7;6;5;5;7;6;6;5;6
531;Михнево;55,1;38;6;6;6;6;6;6;6;6
532;Серпухов;54,9;37,5;5;5;5;5;5;5;5;5
533;Кашира;54,8;38,2;6;6;6;5;6;5;5;5
534;Юрьев-Польский;56,5;39,7;7;7;4;4;6;7;7;6
535;Александров;56,4;38,7;7;7;7;7;7;6;7;7
536;Ковров;56,4;41,3;6;6;6;6;6;6;6;6
537;Вязники;56,3;42,2;8;6;11;11;7;7;6;8
538;Гороховец;56,2;42,6;6;6;7;7;7;7;6;6
539;Владимир;56,2;40,4;6;6;6;7;6;6;6;6
540;Селивановское оп.поле;56;41,8;5;6;5;5;5;5;6;5
541;Петушки;55,9;39,5;7;7;6;6;5;6;6;7
542;Гусь-Хрустальный;55,6;40,7;6;6;6;6;7;6;6;7
543;Муром;55,6;42;7;7;6;6;7;6;6;6
544;Сычевка;55,9;34,2;6;6;6;6;6;6;6;6
545;Велиж;55,7;31,1;7;7;7;6;6;7;7;7
546;Гжатск;55,6;35;7;7;7;7;7;6;6;6
547;Ново-Пречистое;55,5;32,3;7;6;6;7;6;6;7;7
548;Демидов;55,3;31,4;7;7;7;7;6;6;6;6
549;Вязьма;55,2;34,4;6;6;7;6;6;6;6;6
550;Сафоново;55,1;33,2;7;6;6;6;5;6;6;6
551;Темкино;55,1;35,1;6;6;6;7;6;6;6;7
552;Шокино;55;32,4;7;13;7;6;6;6;6;5
553;Рудня;55;31;7;6;6;6;6;6;6;6
554;Смоленск,АМСГ;54,8;32;6;7;6;7;7;5;6;7
555;Ельня;54,6;33,1;6;6;6;7;7;7;7;7
556;Починок;54,4;32,4;5;5;5;5;5;5;5;5
557;Рославль;53,9;32,8;6;6;6;6;6;6;6;6
558;Малоярославец;55;36,4;7;7;7;7;7;6;6;6
559;Мосальск;54,5;34,9;6;6;6;6;6;6;6;6
560;Калуга;54,5;36,2;6;5;5;5;6;7;6;6
561;Спас-Деменск;54,4;34;5;4;5;6;4;5;4;4
562;Сухиничи;54,1;35,2;6;5;7;7;7;5;5;6
563;Фаянсовая и Киров;54;34,2;5;4;4;4;5;5;5;5
564;Жиздра;53,8;34,6;5;5;5;5;5;6;5;5
565;Тума;55,2;40,6;6;6;6;6;6;6;6;6
566;Елатьма;55;41,8;7;7;7;7;7;8;7;7
567;Рязань;54,6;39,7;6;6;6;6;6;6;6;6
568;Сасово;54,5;42;7;6;7;6;7;6;6;7
569;Шилово;54,4;40,9;7;7;7;7;6;6;7;6
570;Старожилово;54,3;39,9;6;6;6;6;6;6;6;6
571;Михайлов;54,2;39;7;6;6;6;6;7;7;7
572;Шацк;54;41,8;6;7;7;6;6;6;6;6
573;Павелец;53,8;39,2;7;6;7;7;7;7;7;7
574;Ряжск;53,7;40,2;7;6;6;7;7;6;6;6
575;Верда;53,7;40,9;7;6;6;7;7;6;6;6
577;Тула;54,2;37,7;7;7;7;7;6;7;7;7
578;Узловая;54;38,2;5;5;5;5;5;6;6;6
579;Белев;53,8;36;7;5;6;6;7;6;6;7
580;Волово;53,5;38;6;5;5;6;5;6;6;5
581;Чернь и Скуратово;53,4;36,8;6;6;6;6;6;8;8;8
582;Ефремов;53,1;38,2;6;6;5;5;5;5;6;6
751;Семеновка;52,2;32,6;6;6;7;7;7;6;6;6
752;Щоpс;51,8;31,9;6;6;6;6;6;6;6;6
753;Покошичи,Пpидеснянская сток.ст;51,8;33;6;6;6;6;6;6;7;7
754;Чеpнигов;51,5;31,3;6;6;6;6;6;7;6;6
755;Новые Млыны;51,4;32,7;7;7;7;6;6;7;6;6
756;Нежин;51,1;31,9;6;6;6;7;7;6;7;6
757;Остеp;50,9;30,9;6;6;5;6;5;6;5;6
758;Пpилуки;50,6;32,4;6;6;7;6;7;7;6;7
759;Хутоp Михайловский;52,1;33,9;7;6;6;6;6;7;7;7
760;Глухов;51,7;33,9;7;7;6;6;7;7;6;7
761;Конотоп;51,2;33,2;7;7;7;7;6;7;7;6
762;Воpожба;51,2;34,2;7;7;7;6;6;7;7;6
763;Сумы,АМСГ;50,9;34,8;6;6;6;7;7;7;7;6
764;Ромны;50,8;33,5;5;4;4;5;6;6;5;6
765;Лебедин;50,6;34,5;6;6;6;6;6;6;6;6
766;Ивановская оп.ст.;50,4;35,1;6;6;6;6;5;6;6;6
767;Любеши;51,8;25,5;7;6;6;7;6;7;7;7
768;Свитязь;51,5;23,8;6;6;6;6;6;6;7;7
769;Маневичи;51,3;25,5;6;6;7;7;7;6;6;7
770;Ковель;51,2;24,8;6;6;6;7;7;7;7;7
771;Владимир-Волынский;50,8;24,3;5;5;5;5;5;5;5;5
772;Луцк;50,8;25,3;7;7;7;7;6;6;7;7
773;Сарны;51,3;26,7;7;7;7;7;6;6;6;6
774;Ровно;50,6;26,2;7;7;7;7;6;7;7;7
775;Дубно;50,4;25,8;6;7;6;6;6;6;6;7
776;Овруч;51,3;28,8;6;7;7;7;7;7;7;7
777;Олевск;51,5;27,7;5;6;6;7;7;7;7;7
778;Коростень;50,9;28,7;6;6;6;7;7;7;6;6
779;Новоград-Волынский;50,6;27,6;9;6;6;6;6;6;6;6
780;Житомир;50,2;28,7;6;6;6;7;5;7;6;6
781;Чеpнобыль;51,3;30,2;5;5;6;6;5;6;5;5
782;Полесское;51,2;29,4;7;7;6;6;7;7;7;7
783;Тетеpев;50,7;29,6;6;6;7;6;5;6;6;6
784;Немешево;50,6;30,1;5;5;6;5;5;5;5;5
785;Киев, обсеpватоpия;50,4;30,9;4;4;13;4;4;4;4;4
786;Киев, Багpинова гоpа;50,4;30,6;5;6;5;6;6;5;5;5
787;Боpисполь;50,3;31;7;6;7;7;7;7;7;7
788;Яготин;50,3;31,8;6;6;6;6;6;6;6;6
789;Фастов;50,1;29,9;6;6;7;7;7;7;5;6
790;Белая Цеpковь;49,8;30,2;6;7;6;7;7;6;7;6
791;Мироновка;49,7;30,9;7;7;6;7;7;7;6;7
792;им. Старченко;49,7;31;7;6;6;6;7;7;7;7
793;Рава-Русская;50,3;23,6;7;7;7;6;5;6;7;7
794;Каменка-Бугская;50,1;24,3;7;6;6;6;7;7;7;7
795;Броды;50,1;25,2;6;6;7;7;7;6;6;6
796;Яворов;49,9;23,4;7;6;6;6;6;6;6;6
797;Львов, АМСГ;49,8;24,1;6;6;6;6;6;6;6;6
798;Мостиска;49,8;23,2;5;6;7;7;7;5;6;6
799;Самбор;49,5;23,2;6;6;7;7;6;6;7;7
800;Дрогобыч;49,4;23,5;8;8;8;7;8;7;7;8
801;Стрый;49,3;23,8;7;6;6;6;6;6;6;7
802;Турка;49,2;23;5;5;5;6;6;6;6;6
803;Славско;48,9;23,5;7;8;7;8;8;8;8;7
804;Шепетовка;50,2;27,1;6;6;6;7;7;7;7;7
805;Ямполь;49,9;26,2;6;6;6;6;6;6;6;6
806;Хмельницкий, АМСГ;49,4;26,9;6;6;6;7;7;7;7;6
807;Городок;49,2;26,6;7;7;7;6;7;5;5;6
808;Новая Ушица;48,9;27,3;6;6;6;6;6;6;8;7
809;Каменец-Подольский;48,7;26,6;6;6;6;6;6;6;6;4
810;Лохвица;50,4;33,3;7;7;7;7;7;6;6;6
811;Гадяч;50,4;33,9;6;6;6;6;6;7;7;7
812;Гребенка;50,1;32,5;6;7;7;7;6;6;7;6
813;Лубны;50;33;6;6;6;6;6;6;6;6
814;Веселый Подол;49,6;33,3;7;7;7;7;6;7;7;7
815;Полтава;49,6;34,6;7;7;7;7;7;7;7;7
816;Кобеляки;49,2;34,2;7;7;5;6;4;4;6;6
817;Кременчуг;49,1;33,4;10;8;6;6;6;6;10;10
818;Казачья Лопань;50,3;36,2;6;6;7;6;6;6;6;6
819;Богодухов;50,2;35,5;6;6;6;6;6;6;6;6
820;Приколотное;50,2;37,4;7;7;6;6;7;7;6;5
821;Харьков, обсерватория;50;36,3;6;6;6;6;6;5;6;6
822;Харьков, АМСГ;49,9;36,3;7;7;6;6;6;6;7;7
823;Коломак;49,9;35,2;7;6;6;6;7;7;7;7
824;Купянск;49,7;37,7;6;6;6;6;6;5;5;6
825;Балаклея;49,5;36,9;5;5;5;5;5;5;5;5
826;Красноград;49,4;35,5;6;5;5;5;6;6;5;6
827;Изюм;49,2;37,3;5;6;6;6;6;6;6;6
828;Лозовая;48,9;36,3;7;6;6;6;7;6;7;7
829;Белая Криница;50;25,7;6;6;6;7;6;6;6;6
830;Тернополь;49,6;25,6;8;8;6;7;6;5;8;8
831;Бережаны;49,4;24,9;6;5;6;6;6;6;6;4
832;Чортков;49;25,8;6;6;5;6;6;6;7;7
833;Золотоноша;49,7;32;7;6;6;6;6;6;6;6
834;Жашков;49,3;30,1;6;6;6;7;7;6;6;6
835;им. Т. Г. Шевченко;49,2;31,9;5;5;5;5;5;5;6;5
836;Чигирин;49,1;32,7;6;6;6;5;7;7;6;6
837;Звенигородка;49,1;31;6;6;7;7;6;7;7;7
838;Христиновка;48,8;30;7;7;7;7;7;7;7;7
839;Умань;48,8;30,2;5;6;5;5;5;5;5;5
840;Сватово;49,4;38,2;5;6;7;5;6;5;6;5
841;Старобельск;49,3;38,9;6;6;6;6;6;6;6;6
842;Беловодск;49,2;39,6;7;7;7;7;8;7;7;7
843;Луганск, АМCГ;48,7;39,3;6;7;5;6;4;6;4;7
844;Луганск;48,5;39,3;6;6;7;6;6;6;6;6
845;Краснодон (Верхнедуванная);48,3;39,8;7;6;6;6;6;7;6;7
846;Дарьевка;48,1;39,5;6;7;7;7;7;7;7;6
847;Казатин;49,8;28,8;5;5;5;5;5;5;5;5
848;Уладовка-Новое;49,7;28,6;5;5;5;5;5;5;5;7
849;Хмельник;49,6;27,9;7;7;7;6;6;6;6;6
850;Липовец;49,3;29,2;6;6;6;6;6;6;6;6
851;Винница;49,2;28,5;6;6;7;6;7;6;7;7
852;Жмеpинка;49;28,1;5;5;5;5;5;5;5;5
853;Гайсин;48,8;29,4;6;6;6;6;6;6;6;6
854;Могилев-Подольский;48,5;27,8;7;7;7;7;7;9;7;6
855;Крыжополь;48,4;28,9;6;6;6;6;7;6;6;6
856;Долина;48,9;24;7;7;7;8;8;8;5;7
857;Ивано-Франковск, АМСГ;48,9;24,7;6;6;7;7;6;7;7;7
858;Коломыя;48,5;25;6;6;6;6;6;7;7;7
859;Яремча;48,5;24,6;7;7;8;8;8;8;7;7
860;Пожижевская;48,2;24,5;6;6;6;6;9;6;9;6
861;Ново-Миргород(Златополь);48,8;31,7;7;7;7;6;7;6;5;6
862;Знаменка;48,7;32,7;6;6;6;6;6;6;6;6
863;Кировоград,АМСГ;48,5;32,2;6;6;6;6;6;6;7;6
864;Гайворон;48,3;29,9;6;6;6;6;5;7;7;6
865;Помошная;48,3;31,4;7;6;6;7;6;7;7;6
866;Долинская;48,1;32,8;7;7;6;6;6;7;6;6
867;Бобринец;48,1;32,2;6;6;6;6;7;6;7;7
868;Губиниха;48,8;35,3;6;7;7;7;6;6;6;6
869;Верхне-Днепровск;48,6;34,4;6;7;7;7;6;6;6;6
870;Павлоград;48,6;35,9;6;6;6;6;6;6;6;6
871;Днепропетровск;48,5;35,1;7;7;7;6;9;7;6;7
872;Комиссаровка;48,4;33,9;6;6;6;6;6;6;6;6
873;Днепропетровск, АМСГ;48,6;35,1;6;6;7;6;7;7;7;7
874;Синельниково;48,4;35,5;7;8;8;8;8;8;8;8
875;Чаплино;48,1;36,2;6;6;6;6;6;6;6;6
876;Лошкаревка;47,9;34,2;6;6;6;6;6;6;6;6
877;Кривои Рог;47,9;33,4;6;5;6;6;5;5;5;5
878;Никополь;47,6;34,4;6;6;6;6;6;6;6;6
879;Красныи Лиман;48,9;37,8;6;6;6;6;7;7;6;6
880;Краматорск;48,7;37,6;6;7;7;7;7;6;6;6
881;Артемовск;48,6;37,9;6;7;6;7;6;6;6;6
882;Дебальцево;48,4;38,4;5;6;6;5;6;6;6;5
883;Красноармейское;48,3;36,9;6;6;6;6;6;6;6;6
884;Ясиноватая;48,1;37,9;6;6;6;6;6;6;6;6
885;Донецк, АМСГ;48,1;37,8;5;5;5;5;5;5;5;5
886;Торез (Чистяково);48;38,6;6;6;6;7;6;6;6;6
887;Амвросиевка;47,8;38,5;6;7;6;7;6;6;6;7
888;Велико-Анадоль;47,7;37,5;6;7;6;7;6;7;7;7
889;Волноваха;47,6;37,5;7;6;6;6;7;7;6;7
890;Жданон,АМСГ;47,1;37,6;6;6;6;6;7;7;6;6
891;Жданов,порт;47,1;37,5;6;7;10;10;6;6;6;6
892;Великий Березный;48,9;22,5;8;7;8;7;7;8;7;7
893;Нижние Ворота;48,8;23,1;7;8;8;8;7;8;8;8
894;Нижний Студеный;48,7;23,4;8;8;8;8;8;8;8;8
895;Ужгород;48,6;22,3;7;7;7;8;8;8;8;8
896;Русская Мокра;48,4;23,9;8;7;8;7;6;8;7;8
897;Берегово;48,2;22,6;7;7;6;6;7;7;7;7
898;Хуст;48,2;23,3;8;7;7;7;7;7;7;7
899;Рахов;48,1;24,2;7;7;7;7;8;8;7;7
900;Черновцы, АМСГ;48,3;25,9;8;8;8;8;8;7;7;8
901;Селятин;47,9;25,2;8;8;8;8;8;7;7;7
902;Любашевка;47,9;30,3;6;7;6;6;6;6;6;7
903;Затишье;47,3;29,9;7;6;6;6;6;6;6;7
904;Сербка;47;30,8;6;6;6;6;6;6;6;7
905;Раэдельная;46,9;30,1;6;6;6;7;6;6;6;7
906;Одесса, порт;46,5;30,7;9;9;10;10;6;6;6;6
907;Одесса, агрометстанция;46,5;30,7;7;7;6;7;7;7;7;7
908;Одесса, обсерватория;46,4;30,8;5;9;9;9;9;5;5;5
909;Белгород-Днестровский;46,2;30,4;5;5;5;5;5;5;5;5
910;Сарата;46;29,7;7;7;7;7;6;13;6;7
911;Базарьянка;45,9;30,2;7;6;6;7;7;7;6;6
912;Болград;45,7;28,6;6;7;7;7;6;7;6;7
913;Приморское;45,5;29,6;7;9;10;10;9;9;6;6
914;Вилково;45,4;29,6;5;5;6;8;8;8;8;5
915;Измаил;45,4;28,8;7;7;7;7;8;8;8;8
916;о.Змеиный;45,2;30,1;9;9;9;9;9;9;9;9
917;Запорожье;47,9;35,3;6;6;8;8;8;6;5;5
918;Гуляй-Поле;47,7;36,3;6;6;6;6;7;6;6;6
919;Кирилловка;47,3;36,3;6;6;6;5;5;6;5;6
920;Пришиб;47,3;35,3;6;6;6;6;7;7;7;6
921;Мелитополь;46,8;35,4;6;6;6;6;6;6;5;5
922;Бердянск, порт;46,8;36,7;6;6;6;10;10;10;6;6
923;Ботево;46,7;35,9;6;6;7;7;7;6;6;6
924;Первомайск;48;30,9;6;6;6;6;5;6;6;6
925;Вознесенск;47,6;31,3;6;6;6;6;6;6;6;5
926;Баштанка;47,4;32,5;7;7;7;7;7;7;7;6
927;Николаев,астрономическая;47;32;5;5;5;5;5;5;5;7
928;Тилигуло-Березанка;46,8;31,4;6;6;6;6;6;6;6;6
929;Очаков;46,6;31,6;5;5;5;5;5;5;5;5
930;Тендра,маяк;46,3;31,5;10;10;10;10;10;10;10;10
931;Великая Александровка;47,3;33,3;6;6;7;6;6;6;6;6
932;Нижние Серогоэы;46,9;34,4;7;7;7;7;6;7;6;7
933;Берислав;46,9;33,6;5;5;8;8;6;5;6;6
934;Херсон, агрометстанция;46,6;32,6;7;7;7;6;6;6;7;7
935;Аскания-Нова;46,5;33,9;7;7;7;7;6;7;7;7
936;Бехтеры;46,3;32,3;7;6;7;7;7;7;7;7
937;Ново-Алексеевка;46,2;34,6;7;6;7;7;7;6;7;6
938;Геническ;46,2;34,9;6;6;6;9;9;9;6;6
939;Скадовск;46,1;32,9;6;6;6;9;9;9;9;6
940;Хорлы;46,1;33,3;6;6;6;9;9;9;6;6
941;Армянск;46,1;33,7;8;10;10;8;8;8;10;8
942;Ишунь;45,9;33,8;7;6;6;6;7;7;9;6
943;Стерегущий;45,8;33,2;9;9;6;6;7;7;7;9
944;Джанкой;45,7;34,4;6;6;6;6;6;6;6;6
945;Воронки;45,6;33,6;6;6;7;6;7;7;7;7
946;Кировский зерносовхоз;45,5;33,1;7;10;7;7;6;6;10;7
947;Клепинино;45,5;34,2;7;10;10;6;6;6;7;7
948;Черноморское;45,5;32,7;9;9;7;7;6;6;9;9
949;Нижнегорск;45,5;34,7;6;6;10;6;6;6;10;6
950;Мысовое;45,5;35,8;9;9;9;9;9;9;9;9
951;Чистонолье;45,4;36,2;6;10;9;7;7;7;7;7
952;Керчь;45,4;36,4;5;9;9;9;9;6;5;5
953;Хлопковое;45,3;34,1;7;10;7;7;6;10;6;6
954;Евпатория;45,2;33,4;6;6;10;5;5;6;6;6
955;Владиславовка;45,2;35,4;10;10;7;10;10;7;10;9
956;Белогорск;45,1;34,6;6;10;6;6;6;6;10;6
957;Снмферополь,АМСГ;45;34;5;5;5;5;5;6;5;5
958;Старый Крым;45;35,1;6;7;7;7;8;7;6;8
959;Феодосия;45;35,4;7;9;9;7;6;6;6;6
960;Симферополь,Салгирка;45;34,1;7;7;7;7;7;7;7;7
961;Карадаг;44,9;35,2;7;6;6;9;9;9;6;6
962;Караби-Яйла;44,9;34,5;6;7;7;10;11;6;10;7
963;Почтовое;44,8;33,9;6;8;7;6;5;6;6;6
964;Судак;44,9;34,9;8;8;8;10;10;10;6;6
965;Алушта;44,7;34,4;6;6;6;10;6;5;6;6
966;Севастополь;44,6;33,5;10;10;7;7;10;10;10;11
967;Херсонес, маяк;44,6;33,4;10;10;7;7;6;6;6;10
968;Голубинка;44,6;33,9;7;7;7;8;8;8;8;7
969;Никитский сад (Мартьян);44,5;34,3;7;8;5;9;9;6;7;6
970;Ялта;44,5;34,2;12;12;10;10;10;10;12;12
971;Ай-Петpи;44,5;34,1;6;6;5;9;9;5;6;6
972;Орлиное;44,4;33,8;7;7;7;11;11;11;6;7
973;Сарыч, маяк;44,4;33,7;6;6;9;9;9;9;9;6
974;Окница;48,4;27,5;7;7;5;6;5;6;12;7
975;Бричаны;48,4;27,1;6;5;5;4;5;5;4;6
976;Сороки;48,2;28,3;6;6;5;5;5;6;7;7
977;Тырново;48,2;27,6;5;5;6;7;7;7;7;4
978;Братушаны;48,1;27,4;7;6;6;11;5;6;5;6
979;Каменка;48;28,7;7;6;6;6;7;7;7;7
980;Корпач;48;27,1;6;6;7;5;5;13;5;5
981;Бельцы;47,7;27,9;6;7;7;7;6;5;5;6
982;Глодяны;47,8;27,5;6;6;5;4;5;7;5;6
983;Воронково;47,7;29,1;7;7;5;13;5;5;6;6
984;Фалешты;47,6;27,7;7;6;6;5;6;6;6;6
985;Бравичи;47,4;28,5;12;5;4;5;6;6;6;7
986;Корнешты;47,3;28;6;12;5;4;4;5;6;6
987;Дубоссары;47,3;29,1;7;6;6;6;6;5;6;5
988;Кишинев;47;28,9;6;6;6;5;4;5;5;5
989;Балцаты;47,1;29;7;6;6;5;7;6;6;5
990;Кишинев, город;47,1;28,9;6;6;6;6;12;13;6;12
991;Тирасполь;46,8;29,7;7;12;5;4;4;5;6;7
992;Карпинены;46,8;28,4;6;6;6;6;6;7;6;6
993;Тараклия;46,6;29,1;6;7;7;7;7;6;6;6
994;Чимишлия;46,5;28,8;6;7;6;6;6;6;6;6
995;Олонешты;46,5;29,9;5;6;5;7;8;7;8;6
996;Леово;46,5;28,3;7;5;5;5;6;7;7;6
997;Комрат;46,3;28,7;5;4;6;5;5;5;5;4
998;Чадыр-Лунга;46,1;28,9;7;7;7;6;6;5;5;5
999;Кагул;45,9;28,2;5;5;12;6;6;6;5;5
1000;Агрыз;56,6;53;5;5;6;5;5;6;6;6
1001;Балтаси;56,4;50,2;6;6;7;7;8;7;6;6
1002;Арск;56,1;49,9;7;6;6;6;6;6;6;7
1003;Вязовые;55,8;48,5;7;7;7;6;5;6;6;7
1004;Елабуга;55,8;52,1;5;5;5;7;6;7;5;6
1005;Казань, опорная;55,8;49,3;6;7;7;7;7;7;6;7
1006;Актаныш;55,7;54,1;6;7;7;7;6;8;6;7
1007;Мамадыш;55,7;51,4;5;4;4;4;4;4;4;6
1009;Мензелинск;55,6;53,1;13;12;7;7;7;7;7;4
1010;Шеланга;55,6;49;7;6;6;5;6;6;6;7
1011;Большие Кайбицы;55,4;48,2;7;5;5;6;7;7;7;7
1012;Лаишево;55,4;49,6;6;6;5;7;7;7;6;6
1013;Чистополь;55,4;50,6;5;5;6;6;5;7;7;7
1014;Муслюмово;55,3;53,2;6;6;6;6;6;6;6;5
1015;Чистополь, ГМС;55,4;50,6;6;7;7;7;7;7;6;5
1016;Сарманы;55,2;52,3;7;7;8;7;6;8;8;8
1017;Камское Устье;55,2;49,3;7;5;5;6;6;5;5;6
1018;Ново-Шемшинск;55,1;51,3;7;8;7;7;7;7;7;7
1019;Слобода Петропавловская;55,1;51,4;5;6;6;5;5;5;5;7
1020;Акташ;55;52,1;8;6;6;5;5;8;8;7
1021;Буинск;54,9;48,3;5;5;7;5;5;5;7;6
1022;Тетюши;54,9;48,9;5;4;5;4;5;5;6;5
1023;Азнакаево;54,9;53,1;6;6;7;7;8;8;8;8
1024;Отрада;54,9;49,4;7;7;7;7;6;6;7;7
1025;Аксубаево;54,9;50,8;5;5;6;6;7;6;6;5
1026;Дрожжанное;54,7;47,6;6;6;7;6;7;6;6;4
1027;Черемшан;54,6;51,5;7;7;7;7;8;8;6;7
1028;Бугульма оп.поле;54,6;52,8;6;5;5;6;6;6;6;6
1029;Чулпаново;54,5;50,4;7;6;7;8;4;6;8;8
1030;Старая Майна;54,6;48,9;8;8;8;8;7;8;8;8
1031;Сурское;54,5;46,7;6;5;7;6;5;7;8;7
1033;Вырыпаевка;54,2;48,3;7;7;7;6;7;7;8;5
1034;Мелекесс;54,2;49,7;6;6;5;6;6;5;6;6
1035;Анненково;54,1;47,4;7;6;6;6;5;6;6;7
1036;Сенгилей (до заполн. вдх.);54;48,8;5;5;5;5;6;7;8;7
1037;Инза;53,9;46,4;7;6;6;7;8;8;7;7
1038;Безводовка;53,5;47,9;4;4;5;5;7;6;6;6
1039;Канадей;53,2;47,5;8;8;6;5;5;6;7;7
1040;Павловка;52,7;47,2;8;5;5;6;7;7;7;7
1041;Челно-Вершины;54,4;51,1;6;6;7;8;5;5;5;5
1042;Клявлино;54,2;52,1;5;7;7;7;6;6;6;5
1043;Красное Поселение;53,9;50,4;7;7;8;8;7;5;6;6
1044;Серноводск;53,9;51,3;5;5;6;5;5;6;5;6
1045;Новодевичье;53,6;48,8;5;4;4;4;5;6;5;5
